"Key","word","n"
"1998:Shakespeare in Love","take",1
"1999:American Beauty","take",2
"1999:The Cider House Rules","take",1
"1999:The Green Mile","take",7
"2000:Crouching Tiger, Hidden Dragon","take",5
"2000:Erin Brockovich","take",3
"2000:Traffic","take",2
"2001:A Beautiful Mind","take",3
"2001:The Lord of the Rings: The Fellowship of the Ring","take",2
"2002:Gangs of New York","take",11
"2002:The Hours","take",3
"2002:The Lord of the Rings: The Two Towers","take",3
"2002:The Pianist","take",2
"2003:Master and Commander: The Far Side of the World","take",2
"2003:Mystic River","take",2
"2003:Seabiscuit","take",2
"2003:The Lord of the Rings: The Return of the King","take",6
"2004:Crash","take",3
"2004:Million Dollar Baby","take",5
"2004:Sideways","take",1
"2004:The Aviator","take",2
"2005:Brokeback Mountain","take",1
"2005:Good Night, and Good Luck.","take",2
"2006:Babel","take",7
"2006:Little Miss Sunshine","take",2
"2006:The Departed","take",1
"2006:The Queen","take",1
"2007:Atonement","take",4
"2007:Juno","take",1
"2007:Michael Clayton","take",8
"2007:No Country for Old Men","take",5
"2007:There Will Be Blood","take",1
"2008:Milk","take",10
"2008:The Curious Case of Benjamin Button","take",8
"2008:The Hurt Locker","take",7
"2008:The Reader","take",2
"2009:Avatar","take",2
"2009:District 9","take",1
"2009:Inglourious Basterds","take",4
"2009:Precious","take",6
"2009:Up","take",3
"2009:Up in the Air","take",7
"2010:Black Swan","take",6
"2010:Inception","take",9
"2010:The Fighter","take",2
"2010:The Kids Are All Right","take",1
"2010:Toy Story 3","take",10
"2010:True Grit","take",3
"2011:Hugo","take",2
"2011:Midnight in Paris","take",2
"2011:The Artist","take",6
"2011:The Help","take",3
"2011:War Horse","take",6
"2012:Argo","take",4
"2012:Beasts of the Southern Wild","take",2
"2012:Django Unchained","take",5
"2012:Les Misérables","take",1
"2012:Life of Pi","take",1
"2012:Lincoln","take",3
"2012:Zero Dark Thirty","take",6
"2013:12 Years a Slave","take",1
"2013:American Hustle","take",14
"2013:Captain Phillips","take",5
"2013:Dallas Buyers Club","take",5
"2013:Gravity","take",1
"2013:Her","take",1
"2013:Nebraska","take",3
"2013:The Wolf of Wall Street","take",9
"2014:American Sniper","take",8
"2014:Birdman or (The Unexpected Virtue of Ignorance)","take",7
"2014:Boyhood","take",12
"2014:The Grand Budapest Hotel","take",6
"2014:The Imitation Game","take",1
"2014:Whiplash","take",1
"2015:Bridge of Spies","take",1
"2015:Brooklyn","take",4
"2015:Mad Max: Fury Road","take",4
"2015:Room","take",4
"2015:Spotlight","take",5
"2015:The Big Short","take",5
"2015:The Martian","take",2
"2015:The Revenant","take",2
"2016:Arrival","take",1
"2016:Fences","take",4
"2016:Hacksaw Ridge","take",1
"2016:Hell or High Water","take",3
"2016:Hidden Figures","take",2
"2016:La La Land","take",4
"2016:Lion","take",1
"2016:Manchester by the Sea","take",2
"2016:Moonlight","take",3
"2017:All the Money in the World","take",4
"2017:Call Me by Your Name","take",1
"2017:Darkest Hour","take",1
"2017:Dunkirk","take",4
"2017:Get Out","take",4
"2017:Lady Bird","take",1
"2017:The Post","take",2
"2017:The Shape of Water","take",3
"2017:Three Billboards Outside Ebbing, Missouri","take",3
"2018:A Star Is Born","take",5
"2018:Black Panther","take",3
"2018:BlacKkKlansman","take",3
"2018:Bohemian Rhapsody","take",1
"2018:Roma","take",5
"2018:The Favourite","take",4
"2018:Vice","take",1
"2019:Jojo Rabbit","take",6
"2019:Joker","take",4
"2019:Le Mans '66","take",2
"2019:Little Women","take",1
"2019:Marriage Story","take",1
"2019:Once Upon a Time... In Hollywood","take",2
"2019:Parasite","take",3
"2019:The Irishman","take",3
"1939:Dark Victory","talk",1
"1939:Gone with the Wind","talk",1
"1939:Mr. Smith Goes to Washington","talk",2
"1939:Of Mice and Men","talk",1
"1939:The Wizard of Oz","talk",2
"1940:Our Town","talk",3
"1941:Citizen Kane","talk",1
"1941:Sergeant York","talk",2
"1941:The Maltese Falcon","talk",3
"1942:Kings Row","talk",2
"1942:Mrs. Miniver","talk",1
"1943:Watch on the Rhine","talk",1
"1944:Since You Went Away","talk",1
"1945:Spellbound","talk",2
"1946:It's a Wonderful Life","talk",1
"1946:The Best Years of Our Lives","talk",1
"1950:All About Eve","talk",1
"1950:Father of the Bride","talk",1
"1953:From Here to Eternity","talk",2
"1954:On the Waterfront","talk",14
"1955:Mister Roberts","talk",3
"1956:The King and I","talk",1
"1957:12 Angry Men","talk",1
"1959:Ben-Hur","talk",2
"1960:The Alamo","talk",1
"1960:The Apartment","talk",1
"1962:The Music Man","talk",7
"1962:To Kill a Mockingbird","talk",1
"1963:Cleopatra","talk",1
"1964:My Fair Lady","talk",1
"1966:The Sand Pebbles","talk",1
"1966:Who's Afraid of Virginia Woolf?","talk",2
"1967:Doctor Dolittle","talk",11
"1967:In the Heat of the Night","talk",1
"1967:The Graduate","talk",3
"1969:Butch Cassidy and the Sundance Kid","talk",1
"1969:Midnight Cowboy","talk",1
"1970:Five Easy Pieces","talk",1
"1970:M.A.S.H.","talk",4
"1971:A Clockwork Orange","talk",2
"1971:Fiddler on the Roof","talk",2
"1971:The French Connection","talk",1
"1972:Cabaret","talk",1
"1972:Sounder","talk",3
"1973:American Graffiti","talk",12
"1973:The Exorcist","talk",1
"1974:Chinatown","talk",3
"1974:Lenny","talk",3
"1974:The Godfather: Part II","talk",2
"1975:Dog Day Afternoon","talk",1
"1975:Nashville","talk",2
"1976:All the President's Men","talk",1
"1976:Rocky","talk",13
"1976:Taxi Driver","talk",2
"1977:Annie Hall","talk",1
"1977:Star Wars: Episode IV - A New Hope","talk",2
"1978:Midnight Express","talk",2
"1979:Kramer vs. Kramer","talk",2
"1979:Norma Rae","talk",3
"1980:Atlantic City, USA","talk",1
"1980:Coal Miner's Daughter","talk",8
"1980:The Elephant Man","talk",1
"1981:On Golden Pond","talk",2
"1981:Raiders of the Lost Ark","talk",2
"1982:E.T. the Extra-Terrestrial","talk",2
"1982:The Verdict","talk",2
"1982:Tootsie","talk",7
"1983:Tender Mercies","talk",2
"1983:The Big Chill","talk",4
"1983:The Right Stuff","talk",1
"1984:A Soldier's Story","talk",4
"1984:Places in the Heart","talk",1
"1984:The Killing Fields","talk",2
"1985:Kiss of the Spider Woman","talk",1
"1986:Children of a Lesser God","talk",1
"1986:Platoon","talk",2
"1987:Fatal Attraction","talk",1
"1987:Moonstruck","talk",1
"1987:The Last Emperor","talk",2
"1988:Mississippi Burning","talk",12
"1988:Working Girl","talk",2
"1989:Dead Poets Society","talk",2
"1989:Driving Miss Daisy","talk",3
"1990:Awakenings","talk",1
"1990:Ghost","talk",2
"1990:Goodfellas","talk",1
"1990:The Godfather Part III","talk",1
"1991:Bugsy","talk",6
"1992:Scent of a Woman","talk",2
"1992:The Crying Game","talk",5
"1993:In the Name of the Father","talk",5
"1994:Four Weddings and a Funeral","talk",1
"1994:Pulp Fiction","talk",3
"1994:The Shawshank Redemption","talk",9
"1995:Apollo 13","talk",1
"1996:Fargo","talk",11
"1996:Jerry Maguire","talk",1
"1996:The English Patient","talk",3
"1997:As Good as It Gets","talk",1
"1997:L.A. Confidential","talk",8
"1998:Saving Private Ryan","talk",3
"1998:The Thin Red Line","talk",1
"1999:American Beauty","talk",2
"1999:The Green Mile","talk",10
"1999:The Insider","talk",4
"1999:The Sixth Sense","talk",2
"2000:Crouching Tiger, Hidden Dragon","talk",1
"2002:Gangs of New York","talk",4
"2002:The Hours","talk",3
"2002:The Lord of the Rings: The Two Towers","talk",1
"2003:Lost in Translation","talk",1
"2003:Mystic River","talk",3
"2003:The Lord of the Rings: The Return of the King","talk",1
"2004:Crash","talk",10
"2004:The Aviator","talk",1
"2006:Babel","talk",3
"2006:Little Miss Sunshine","talk",1
"2006:The Departed","talk",3
"2006:The Queen","talk",1
"2007:Atonement","talk",7
"2007:Juno","talk",3
"2007:Michael Clayton","talk",4
"2007:No Country for Old Men","talk",1
"2007:There Will Be Blood","talk",1
"2008:Frost/Nixon","talk",2
"2008:Milk","talk",16
"2008:The Curious Case of Benjamin Button","talk",10
"2008:The Hurt Locker","talk",4
"2009:A Serious Man","talk",1
"2009:An Education","talk",1
"2009:Precious","talk",6
"2009:The Blind Side","talk",1
"2009:Up","talk",1
"2009:Up in the Air","talk",9
"2010:Black Swan","talk",6
"2010:Inception","talk",1
"2010:The Fighter","talk",6
"2010:Toy Story 3","talk",1
"2010:True Grit","talk",1
"2011:Extremely Loud & Incredibly Close","talk",1
"2011:The Artist","talk",1
"2011:War Horse","talk",3
"2012:Argo","talk",1
"2012:Django Unchained","talk",2
"2012:Lincoln","talk",1
"2012:Silver Linings Playbook","talk",1
"2012:Zero Dark Thirty","talk",9
"2013:12 Years a Slave","talk",1
"2013:American Hustle","talk",8
"2013:Captain Phillips","talk",2
"2013:Dallas Buyers Club","talk",4
"2013:Her","talk",3
"2013:Nebraska","talk",2
"2013:The Wolf of Wall Street","talk",2
"2014:American Sniper","talk",11
"2014:Birdman or (The Unexpected Virtue of Ignorance)","talk",6
"2014:Boyhood","talk",11
"2014:The Grand Budapest Hotel","talk",1
"2014:The Imitation Game","talk",4
"2014:Whiplash","talk",1
"2015:Brooklyn","talk",22
"2015:Room","talk",4
"2015:Spotlight","talk",8
"2015:The Martian","talk",2
"2015:The Revenant","talk",1
"2016:Fences","talk",1
"2016:Hell or High Water","talk",4
"2016:Hidden Figures","talk",3
"2016:La La Land","talk",7
"2016:Lion","talk",4
"2016:Manchester by the Sea","talk",8
"2016:Moonlight","talk",1
"2017:All the Money in the World","talk",2
"2017:Darkest Hour","talk",7
"2017:Get Out","talk",3
"2017:Lady Bird","talk",3
"2017:The Post","talk",2
"2017:Three Billboards Outside Ebbing, Missouri","talk",3
"2018:A Star Is Born","talk",1
"2018:BlacKkKlansman","talk",2
"2018:Bohemian Rhapsody","talk",1
"2018:Green Book","talk",3
"2018:Roma","talk",2
"2018:The Favourite","talk",1
"2018:Vice","talk",1
"2019:Jojo Rabbit","talk",2
"2019:Joker","talk",1
"2019:Marriage Story","talk",1
"2019:Once Upon a Time... In Hollywood","talk",3
"2019:The Irishman","talk",2
"1939:Dark Victory","tear",1
"1939:Gone with the Wind","tear",3
"1939:The Wizard of Oz","tear",1
"1942:Kings Row","tear",1
"1944:Since You Went Away","tear",3
"1945:Anchors Aweigh","tear",2
"1945:Mildred Pierce","tear",1
"1946:Great Expectations","tear",1
"1946:It's a Wonderful Life","tear",2
"1950:All About Eve","tear",1
"1950:Sunset Blvd.","tear",1
"1953:From Here to Eternity","tear",1
"1954:On the Waterfront","tear",1
"1956:The King and I","tear",2
"1957:12 Angry Men","tear",1
"1957:The Bridge on the River Kwai","tear",1
"1958:Cat on a Hot Tin Roof","tear",1
"1962:The Music Man","tear",2
"1967:Guess Who's Coming to Dinner","tear",1
"1970:Airport","tear",1
"1970:M.A.S.H.","tear",3
"1971:The Last Picture Show","tear",2
"1973:American Graffiti","tear",1
"1974:Chinatown","tear",1
"1974:The Towering Inferno","tear",2
"1975:Jaws","tear",1
"1975:One Flew Over the Cuckoo's Nest","tear",1
"1976:All the President's Men","tear",1
"1978:Midnight Express","tear",1
"1979:Norma Rae","tear",1
"1980:Coal Miner's Daughter","tear",1
"1980:Raging Bull","tear",1
"1982:Gandhi","tear",1
"1983:The Big Chill","tear",1
"1983:The Dresser","tear",1
"1983:The Right Stuff","tear",1
"1984:A Soldier's Story","tear",1
"1986:The Mission","tear",1
"1988:Working Girl","tear",1
"1989:Dead Poets Society","tear",1
"1989:Field of Dreams","tear",1
"1990:The Godfather Part III","tear",1
"1991:Beauty and the Beast","tear",1
"1991:JFK","tear",1
"1993:The Fugitive","tear",1
"1994:The Shawshank Redemption","tear",1
"1997:Good Will Hunting","tear",1
"1999:The Green Mile","tear",4
"1999:The Sixth Sense","tear",1
"2000:Chocolat","tear",1
"2001:A Beautiful Mind","tear",1
"2002:The Pianist","tear",1
"2003:Mystic River","tear",1
"2003:The Lord of the Rings: The Return of the King","tear",1
"2004:Crash","tear",2
"2008:The Curious Case of Benjamin Button","tear",1
"2009:Precious","tear",3
"2009:Up in the Air","tear",2
"2010:Black Swan","tear",3
"2010:Inception","tear",1
"2010:The Fighter","tear",1
"2010:The Kids Are All Right","tear",1
"2011:The Artist","tear",2
"2011:The Help","tear",5
"2012:Argo","tear",1
"2013:12 Years a Slave","tear",2
"2013:American Hustle","tear",1
"2013:The Wolf of Wall Street","tear",2
"2014:American Sniper","tear",2
"2014:The Grand Budapest Hotel","tear",2
"2014:Whiplash","tear",1
"2015:The Revenant","tear",1
"2016:La La Land","tear",2
"2016:Moonlight","tear",2
"2017:Call Me by Your Name","tear",2
"2017:Darkest Hour","tear",2
"2017:Get Out","tear",1
"2017:Lady Bird","tear",1
"2017:The Shape of Water","tear",2
"2017:Three Billboards Outside Ebbing, Missouri","tear",1
"2018:A Star Is Born","tear",2
"2018:BlacKkKlansman","tear",1
"2018:Bohemian Rhapsody","tear",1
"2019:Jojo Rabbit","tear",1
"2019:Once Upon a Time... In Hollywood","tear",1
"1939:Dark Victory","test",1
"1945:Anchors Aweigh","test",2
"1946:It's a Wonderful Life","test",1
"1948:Hamlet","test",1
"1953:From Here to Eternity","test",1
"1957:12 Angry Men","test",1
"1958:Cat on a Hot Tin Roof","test",2
"1959:Ben-Hur","test",1
"1966:Who's Afraid of Virginia Woolf?","test",1
"1967:The Graduate","test",1
"1970:Love Story","test",1
"1971:The French Connection","test",2
"1973:The Exorcist","test",1
"1979:Breaking Away","test",1
"1983:The Right Stuff","test",6
"1987:Broadcast News","test",1
"1989:Dead Poets Society","test",1
"1992:Scent of a Woman","test",1
"1997:As Good as It Gets","test",4
"2001:The Lord of the Rings: The Fellowship of the Ring","test",1
"2004:Crash","test",1
"2004:The Aviator","test",3
"2006:Little Miss Sunshine","test",2
"2007:Juno","test",3
"2008:Milk","test",1
"2009:District 9","test",1
"2009:Precious","test",5
"2009:The Blind Side","test",1
"2009:Up in the Air","test",1
"2010:Inception","test",1
"2011:Moneyball","test",1
"2014:The Imitation Game","test",3
"2014:Whiplash","test",1
"2015:Bridge of Spies","test",1
"2015:Room","test",1
"2016:Hidden Figures","test",4
"2016:La La Land","test",1
"2018:BlacKkKlansman","test",1
"2018:Bohemian Rhapsody","test",1
"2019:Jojo Rabbit","test",1
"2019:Le Mans '66","test",2
"1939:Dark Victory","trip",1
"1939:Gone with the Wind","trip",1
"1940:The Great Dictator","trip",1
"1941:The Maltese Falcon","trip",1
"1942:Kings Row","trip",1
"1942:Random Harvest","trip",2
"1944:Since You Went Away","trip",1
"1945:Spellbound","trip",4
"1946:The Best Years of Our Lives","trip",1
"1948:The Treasure of the Sierra Madre","trip",4
"1950:Father of the Bride","trip",1
"1954:Seven Brides for Seven Brothers","trip",1
"1957:The Bridge on the River Kwai","trip",1
"1957:Witness for the Prosecution","trip",1
"1962:Mutiny on the Bounty","trip",1
"1963:America, America","trip",2
"1965:Doctor Zhivago","trip",1
"1970:Airport","trip",1
"1970:M.A.S.H.","trip",2
"1971:The French Connection","trip",3
"1971:The Last Picture Show","trip",1
"1972:Deliverance","trip",1
"1977:Star Wars: Episode IV - A New Hope","trip",2
"1978:The Deer Hunter","trip",1
"1979:Breaking Away","trip",1
"1980:Coal Miner's Daughter","trip",2
"1981:Raiders of the Lost Ark","trip",1
"1984:Places in the Heart","trip",3
"1986:Platoon","trip",1
"1988:Rain Man","trip",2
"1988:Working Girl","trip",2
"1989:Driving Miss Daisy","trip",1
"1991:Bugsy","trip",1
"1991:JFK","trip",3
"1992:Scent of a Woman","trip",2
"1996:Fargo","trip",1
"1997:As Good as It Gets","trip",4
"2004:Ray","trip",1
"2004:Sideways","trip",1
"2005:Brokeback Mountain","trip",1
"2006:Little Miss Sunshine","trip",3
"2008:Milk","trip",1
"2008:The Curious Case of Benjamin Button","trip",1
"2009:Precious","trip",1
"2009:Up in the Air","trip",2
"2010:Inception","trip",1
"2011:Midnight in Paris","trip",1
"2011:The Help","trip",1
"2012:Argo","trip",1
"2013:12 Years a Slave","trip",1
"2013:American Hustle","trip",1
"2013:Captain Phillips","trip",3
"2013:The Wolf of Wall Street","trip",1
"2014:Boyhood","trip",1
"2014:The Grand Budapest Hotel","trip",2
"2014:The Theory of Everything","trip",1
"2015:Bridge of Spies","trip",1
"2016:Manchester by the Sea","trip",1
"2017:All the Money in the World","trip",1
"2017:Call Me by Your Name","trip",1
"2017:Darkest Hour","trip",1
"2018:Roma","trip",4
"2019:Little Women","trip",1
"2019:Marriage Story","trip",1
"2019:Once Upon a Time... In Hollywood","trip",2
"2019:Parasite","trip",1
"1939:Dark Victory","truth",1
"1940:Rebecca","truth",1
"1942:Kings Row","truth",5
"1947:Gentleman's Agreement","truth",2
"1948:Hamlet","truth",1
"1948:Johnny Belinda","truth",1
"1953:Roman Holiday","truth",1
"1954:Three Coins in the Fountain","truth",2
"1956:The King and I","truth",2
"1958:Cat on a Hot Tin Roof","truth",3
"1960:The Alamo","truth",2
"1960:The Apartment","truth",2
"1961:Judgment at Nuremberg","truth",1
"1961:The Guns of Navarone","truth",1
"1966:Who's Afraid of Virginia Woolf?","truth",2
"1970:Love Story","truth",1
"1972:Cabaret","truth",1
"1973:American Graffiti","truth",1
"1973:The Exorcist","truth",1
"1974:The Towering Inferno","truth",1
"1975:Barry Lyndon","truth",1
"1975:Nashville","truth",1
"1976:Rocky","truth",2
"1977:Star Wars: Episode IV - A New Hope","truth",2
"1978:Midnight Express","truth",1
"1982:Gandhi","truth",1
"1984:A Soldier's Story","truth",1
"1984:Amadeus","truth",1
"1986:Platoon","truth",1
"1987:The Last Emperor","truth",2
"1990:Ghost","truth",1
"1991:JFK","truth",1
"1992:A Few Good Men","truth",2
"1992:The Crying Game","truth",1
"1997:Life Is Beautiful","truth",2
"1999:The Insider","truth",1
"1999:The Sixth Sense","truth",2
"2003:Mystic River","truth",1
"2004:The Aviator","truth",2
"2005:Capote","truth",2
"2007:Atonement","truth",1
"2008:Milk","truth",1
"2008:The Curious Case of Benjamin Button","truth",1
"2009:An Education","truth",1
"2009:Precious","truth",3
"2010:Inception","truth",2
"2011:The Artist","truth",1
"2011:The Tree of Life","truth",1
"2012:Beasts of the Southern Wild","truth",1
"2012:Zero Dark Thirty","truth",1
"2013:American Hustle","truth",4
"2014:Birdman or (The Unexpected Virtue of Ignorance)","truth",1
"2015:Room","truth",1
"2018:Black Panther","truth",1
"2019:Joker","truth",1
"2019:Le Mans '66","truth",1
"1939:Dark Victory","unabl",1
"1939:Gone with the Wind","unabl",1
"1939:Mr. Smith Goes to Washington","unabl",1
"1939:The Wizard of Oz","unabl",2
"1940:Foreign Correspondent","unabl",1
"1942:Casablanca","unabl",1
"1942:Mrs. Miniver","unabl",1
"1942:The Ox-Bow Incident","unabl",1
"1945:Mildred Pierce","unabl",1
"1946:Great Expectations","unabl",1
"1946:The Best Years of Our Lives","unabl",1
"1948:Hamlet","unabl",2
"1948:The Red Shoes","unabl",1
"1949:Twelve O'Clock High","unabl",1
"1950:Sunset Blvd.","unabl",2
"1953:From Here to Eternity","unabl",2
"1953:Roman Holiday","unabl",1
"1954:On the Waterfront","unabl",1
"1961:West Side Story","unabl",1
"1962:Lawrence of Arabia","unabl",1
"1962:Mutiny on the Bounty","unabl",1
"1962:The Music Man","unabl",1
"1966:The Sand Pebbles","unabl",1
"1969:Butch Cassidy and the Sundance Kid","unabl",2
"1970:Love Story","unabl",1
"1970:M.A.S.H.","unabl",1
"1971:A Clockwork Orange","unabl",1
"1971:Fiddler on the Roof","unabl",1
"1972:Deliverance","unabl",2
"1972:The Godfather","unabl",1
"1973:The Exorcist","unabl",3
"1974:The Conversation","unabl",1
"1974:The Godfather: Part II","unabl",1
"1974:The Towering Inferno","unabl",1
"1975:One Flew Over the Cuckoo's Nest","unabl",2
"1977:Star Wars: Episode IV - A New Hope","unabl",1
"1978:Midnight Express","unabl",2
"1979:Apocalypse Now","unabl",1
"1980:Coal Miner's Daughter","unabl",2
"1980:Raging Bull","unabl",1
"1982:Gandhi","unabl",2
"1984:A Soldier's Story","unabl",1
"1985:Witness","unabl",1
"1988:Rain Man","unabl",1
"1988:Working Girl","unabl",2
"1989:Born on the Fourth of July","unabl",3
"1989:Dead Poets Society","unabl",1
"1992:A Few Good Men","unabl",2
"1993:The Piano","unabl",1
"1993:The Remains of the Day","unabl",1
"1994:Four Weddings and a Funeral","unabl",1
"1994:The Shawshank Redemption","unabl",2
"1997:Good Will Hunting","unabl",2
"1997:L.A. Confidential","unabl",1
"1998:Saving Private Ryan","unabl",3
"1999:The Green Mile","unabl",3
"2000:Gladiator","unabl",1
"2002:The Lord of the Rings: The Two Towers","unabl",1
"2002:The Pianist","unabl",2
"2003:Seabiscuit","unabl",1
"2004:The Aviator","unabl",1
"2005:Capote","unabl",1
"2007:No Country for Old Men","unabl",1
"2008:The Curious Case of Benjamin Button","unabl",1
"2008:The Hurt Locker","unabl",1
"2009:A Serious Man","unabl",1
"2009:An Education","unabl",1
"2009:Avatar","unabl",2
"2009:Up","unabl",2
"2010:Inception","unabl",3
"2010:Toy Story 3","unabl",1
"2011:War Horse","unabl",2
"2012:Beasts of the Southern Wild","unabl",1
"2012:Django Unchained","unabl",2
"2012:Les Misérables","unabl",2
"2012:Lincoln","unabl",1
"2013:12 Years a Slave","unabl",1
"2013:Captain Phillips","unabl",2
"2013:Gravity","unabl",2
"2013:The Wolf of Wall Street","unabl",1
"2014:American Sniper","unabl",1
"2014:Whiplash","unabl",1
"2015:Brooklyn","unabl",1
"2015:The Revenant","unabl",1
"2017:Call Me by Your Name","unabl",1
"2017:Dunkirk","unabl",1
"2019:Joker","unabl",1
"1939:Dark Victory","upcom",1
"1959:Ben-Hur","upcom",1
"1970:M.A.S.H.","upcom",1
"1971:The French Connection","upcom",1
"1972:Deliverance","upcom",1
"1975:Jaws","upcom",1
"1975:Nashville","upcom",1
"1976:Network","upcom",1
"1976:Rocky","upcom",1
"1979:Breaking Away","upcom",1
"1983:The Big Chill","upcom",1
"1994:The Shawshank Redemption","upcom",1
"1996:Jerry Maguire","upcom",1
"1997:Titanic","upcom",1
"1998:Shakespeare in Love","upcom",1
"1999:The Green Mile","upcom",2
"2004:Million Dollar Baby","upcom",1
"2005:Good Night, and Good Luck.","upcom",1
"2012:Silver Linings Playbook","upcom",1
"2014:Boyhood","upcom",2
"2016:La La Land","upcom",1
"2016:Lion","upcom",1
"2017:The Post","upcom",1
"2018:A Star Is Born","upcom",1
"1939:Dark Victory","upset",1
"1941:Sergeant York","upset",3
"1948:Hamlet","upset",1
"1949:Twelve O'Clock High","upset",1
"1950:Father of the Bride","upset",2
"1954:On the Waterfront","upset",3
"1955:Mister Roberts","upset",1
"1962:The Music Man","upset",2
"1967:Doctor Dolittle","upset",1
"1967:The Graduate","upset",1
"1970:M.A.S.H.","upset",1
"1971:A Clockwork Orange","upset",1
"1972:Deliverance","upset",1
"1973:American Graffiti","upset",6
"1974:The Godfather: Part II","upset",1
"1975:Nashville","upset",3
"1975:One Flew Over the Cuckoo's Nest","upset",6
"1976:Rocky","upset",2
"1977:Annie Hall","upset",1
"1978:The Deer Hunter","upset",1
"1979:Apocalypse Now","upset",1
"1979:Breaking Away","upset",1
"1981:On Golden Pond","upset",2
"1981:Raiders of the Lost Ark","upset",1
"1982:Tootsie","upset",2
"1984:Places in the Heart","upset",2
"1987:Broadcast News","upset",1
"1987:Moonstruck","upset",1
"1987:The Last Emperor","upset",1
"1988:Mississippi Burning","upset",3
"1988:Rain Man","upset",1
"1988:Working Girl","upset",1
"1989:Dead Poets Society","upset",1
"1990:Ghost","upset",1
"1990:Goodfellas","upset",1
"1991:Bugsy","upset",1
"1994:Pulp Fiction","upset",1
"1994:The Shawshank Redemption","upset",1
"1995:Apollo 13","upset",1
"1996:Fargo","upset",4
"1996:The English Patient","upset",1
"1997:As Good as It Gets","upset",1
"1999:The Green Mile","upset",1
"2000:Crouching Tiger, Hidden Dragon","upset",1
"2002:Gangs of New York","upset",1
"2003:Seabiscuit","upset",1
"2004:Crash","upset",5
"2006:Babel","upset",1
"2007:Atonement","upset",2
"2007:Michael Clayton","upset",1
"2007:No Country for Old Men","upset",2
"2008:Milk","upset",3
"2008:The Curious Case of Benjamin Button","upset",1
"2008:The Hurt Locker","upset",2
"2009:Precious","upset",2
"2009:Up in the Air","upset",1
"2010:Black Swan","upset",1
"2010:The Fighter","upset",1
"2010:The Kids Are All Right","upset",1
"2011:The Help","upset",1
"2012:Argo","upset",1
"2012:Silver Linings Playbook","upset",1
"2013:12 Years a Slave","upset",1
"2013:American Hustle","upset",8
"2013:Captain Phillips","upset",2
"2013:Her","upset",1
"2014:Birdman or (The Unexpected Virtue of Ignorance)","upset",2
"2014:Boyhood","upset",2
"2014:The Grand Budapest Hotel","upset",1
"2014:The Imitation Game","upset",1
"2014:Whiplash","upset",2
"2015:Bridge of Spies","upset",1
"2015:Brooklyn","upset",1
"2015:Room","upset",4
"2015:Spotlight","upset",2
"2015:The Revenant","upset",1
"2016:Fences","upset",2
"2016:Hacksaw Ridge","upset",1
"2016:La La Land","upset",1
"2016:Lion","upset",1
"2016:Manchester by the Sea","upset",1
"2016:Moonlight","upset",1
"2017:Get Out","upset",1
"2017:Lady Bird","upset",2
"2017:Three Billboards Outside Ebbing, Missouri","upset",1
"2018:BlacKkKlansman","upset",1
"2018:Bohemian Rhapsody","upset",1
"2018:Green Book","upset",2
"2018:Roma","upset",1
"2018:The Favourite","upset",1
"2019:1917","upset",1
"2019:Jojo Rabbit","upset",1
"2019:Little Women","upset",2
"2019:The Irishman","upset",1
"1939:Dark Victory","warn",1
"1939:Of Mice and Men","warn",1
"1940:The Grapes of Wrath","warn",3
"1941:Sergeant York","warn",1
"1941:The Maltese Falcon","warn",1
"1942:Casablanca","warn",1
"1942:Kings Row","warn",1
"1946:Great Expectations","warn",2
"1948:Hamlet","warn",1
"1949:Twelve O'Clock High","warn",1
"1952:Ivanhoe","warn",2
"1953:From Here to Eternity","warn",1
"1954:On the Waterfront","warn",3
"1954:Three Coins in the Fountain","warn",1
"1956:The Ten Commandments","warn",3
"1961:West Side Story","warn",2
"1962:The Music Man","warn",1
"1963:Cleopatra","warn",2
"1964:Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","warn",1
"1966:The Sand Pebbles","warn",1
"1966:Who's Afraid of Virginia Woolf?","warn",1
"1970:Patton","warn",1
"1971:Fiddler on the Roof","warn",3
"1972:Sounder","warn",1
"1972:The Godfather","warn",1
"1973:The Exorcist","warn",1
"1973:The Sting","warn",1
"1974:Lenny","warn",1
"1974:The Conversation","warn",1
"1975:Barry Lyndon","warn",1
"1975:Dog Day Afternoon","warn",2
"1975:Jaws","warn",1
"1976:All the President's Men","warn",1
"1976:Network","warn",1
"1976:Rocky","warn",2
"1977:Star Wars: Episode IV - A New Hope","warn",4
"1978:Heaven Can Wait","warn",1
"1978:Midnight Express","warn",2
"1979:Kramer vs. Kramer","warn",1
"1980:Raging Bull","warn",1
"1982:Gandhi","warn",1
"1983:Tender Mercies","warn",1
"1983:The Big Chill","warn",1
"1984:A Soldier's Story","warn",1
"1984:Places in the Heart","warn",1
"1985:The Color Purple","warn",2
"1986:Children of a Lesser God","warn",1
"1987:Broadcast News","warn",1
"1987:Fatal Attraction","warn",1
"1988:Dangerous Liaisons","warn",2
"1989:Born on the Fourth of July","warn",1
"1989:Driving Miss Daisy","warn",1
"1990:Ghost","warn",1
"1990:Goodfellas","warn",1
"1991:Beauty and the Beast","warn",2
"1991:JFK","warn",1
"1992:Scent of a Woman","warn",1
"1992:The Crying Game","warn",1
"1994:The Shawshank Redemption","warn",1
"1995:Braveheart","warn",1
"1997:L.A. Confidential","warn",1
"1997:Titanic","warn",2
"2000:Traffic","warn",1
